source_doc,gloss_zh,chinese,mongolian,n_chars,n_syl
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,河名的,合泐合因,Qalqa-jin,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,西,訶列捏只,höreneži,4,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,邊依着,額帖的耶兒,eteġed-jer,5,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,起了,耨兀罷,neġübe,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,東,朶羅納只,doronaži,4,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,糧行,古捏速捏,künesün-e,4,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,打圍,阿把闌,abalan,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,傷痕自的,牙剌昔顏,jaras-jan,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,痊可,阿納埃,anaγ̇ai,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,走獸行,戈劣額孫突兒,göreġesün-dür,6,5
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,重發着,忽克迭列周,hügderežü,5,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,過去了,那克赤罷,nögčibe,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,山名的,斡峏訥屼因,Ornuγ̇u-jin,5,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,半,客勒帖該,kelteġei,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,崖,合打荅,qada-da,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,骨殖,牙孫,jasun,2,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,海子名,捕魚兒,Büjür,3,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,海子行,納浯兒途兒,naγ̇ur-tur,5,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,根源行,忽札兀剌,hužaγ̇ur-a,4,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,人名,帖兒格,Terge,3,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,人名等,阿篾勒田,Emel-ten,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,種,翁吉剌惕,Uṅgirad,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,知着,篾迭周,medežü,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,領着,兀魯兀的牙兒,uruγ̇ud-jar,6,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,去時,亦列侖,Ilerün,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,外甥的,者因,že-jin,2,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,容貌依着,只速額兒,žisü-ġer,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,女的,斡乞訥,ökin-ü,3,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,顏色依着,汪格額兒,oṅge-ġer,4,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,投降也者,額勒薛惕者,elsed-že,5,3
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,反,不勒合,bulγa,3,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,人名行,主兒扯歹突兒,Žürčedei-dür,6,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,投降,額勒先,elsen,3,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,投降,額勒先,Elsen,3,2
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,被入着,斡羅黑荅周,oroγdažu,5,4
c17_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_1.xhtml,動了,款迭罷,kündebe,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,種,翁吉剌的,Uṅgirad-i,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎投入了,斡羅兀魯阿惕,oroγ̇uluγ̇ad,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,東行,朶羅納,dorona,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,阿兒孩合撒剌,Arγai-Qasar-a,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,速格該者溫,Sügegei-Žeġün,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎,倒兀,daγ̇u,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,把話時,把里兀魯侖,bariγ̇ulurun,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,小河的,豁洏合訥,γorqan-u,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,草,額別孫,Ebesün,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,做了有,孛勒主爲,bolžuγ̇ui,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,荕節了,兀耶列罷,üjelebe,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,嗔怪裏,吃馬兒圖兒,čimar-tur,5,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,我行,納馬,nama,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎伯了,阿余兀勒罷,ajuγ̇ulba,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎怕的,阿余兀勒忽,Ajuγ̇ulqu,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,歹,卯溫,maγ̇un,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,媳婦自的,別里捏的顏,berined-jen,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,睡,訥亦兒,nuir,3,1
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎足了,康罕,qaṅγan,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎怕,阿余兀魯,ajuγ̇ulu,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,坐的,撒兀,saγ̇uqui,2,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,床,亦薛里,iseri,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎低着,孛忽你惕合周,noγunidγažu,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,出的,合兒,γarqui,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,烟,忽泥,huni,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,散着,朶魯思格周,dölüsgežü,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎怕了,阿余兀魯罷,ajuγ̇uluba,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,莫是傍,合勒只兒忽由,γalžirqu-ju,6,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,被搠了,合惕忽黑荅罷,qadquγdaba,6,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,莫是橫,款迭列都由,kündeledü-jü,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,被挑了,可乞兀勒迭罷,kökiġüldebe,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,山名的,勺峏合勒忽訥,Žorqalγun-u,6,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,山名,忽剌阿訥屼惕,Hulaγ̇anuγ̇ud,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,行,孛勒荅屼惕塔,Boldaγ̇ud-ta,6,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,不曾,額薛兀,ese-ü,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,共說來麽,嗚詁列勒都魯埃,ügüleldülüġei,7,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,挑唆,雪都兒堅,südürgen-,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,口敎麽,阿馬阿魯,ama-γ̇ar-u,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,分離了,合合察罷,qaγačaba,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,大牙,阿剌阿禿,Araγ̇atu,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,被呵,阿荅兒塔阿速,adartaγ̇asu,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,裏,阿荅兒罕突兒,adarγan-dur,6,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,舌敎麽,客列額魯,kele-ġer-ü,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,分離了,昂吉赤剌罷,aṅgičiraba,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,少,輟延,čuġen,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,多行,斡欒泥,olon-i,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎尋,額里兀勒古,eriġülkü,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,歹,卯危,Maγ̇ui,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,好行,撒亦泥,sain-i,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,兩箇,豁牙兒,Qojar,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,轅條有的,乞魯古台,kilügütei,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,第二,那闊額,nögöġe,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,轅條自的行,乞魯古邊,kilügü-ben,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,折了呵,忽忽剌阿速,quγuraγ̇asu,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,牛,忽客兒,hüker,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,前拽,只克敦,žigdün,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,不能有,牙荅由,jadaju,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,轅條,乞魯昆,kilügün,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,輪有的,古兒都台,kürdütei,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,輪自的行,古兒都邊,kürdü-ben,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,起,耨溫,neġün,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,輪,古兒敦,kürdün,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,四十,朶臣,döčin,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎做了有來也者,孛勒主兀者,bolžuγ̇u-že,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人,台帖木兒,Tai-Temür-,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,,太子,Taiži,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,不花帖木兒,Buqa-Temür,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,殺了也者,阿剌罷者,alaba-že,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,性命自的行,阿米顏,ami-jan,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,刁着,豁羅黑抽,qoroγču,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,亦難察必勒格,Inanča-Bilge,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,投入了也者,斡羅主兀者,orožuγ̇u-že,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,弟每自的行,迭兀捏里顏,Deġü-ner-jen,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,好殺的,阿剌黑赤,alaγči,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,古兒罕,Gür-Qān,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,叔叔,阿巴合,abaγa,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,你行,赤馬都兒,čima-dur,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,刁着,豁羅渾,qoroqun,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,迯躱着,不魯兀抽,buruγ̇udču,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,走着,土躂阿周,dutaγ̇ažu,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,山名,合剌溫,Qalaγ̇un,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎鑽了也者,石兒忽勒荅罷者,sirγuldaba-že,7,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,出時,合魯侖,γarurun,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名行,脫黑脫阿荅,Toγtoγ̇a-da,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,忽札兀兒兀眞,Hužaγ̇ur-Üžin,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,女自的行,斡乞你顏,ökin-jen,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,通面皮,你兀兒罕,niγ̇urqan,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,狹處,合卜察剌察,qabčal-ača,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,父行,額赤格突兒,ečige-dür,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,古兒罕,'Gür-Qān,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,叔叔行,阿巴合荅察,qbaγa-dāča,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,與,斡克,ög',2,1
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,你行,赤馬荅,čima-da,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,忽難,Qunan,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,巴合只,Baqaži,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,領着,兀都里惕抽,uduridču,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名處,忽兒班帖列速惕帖,Γurban-Telesüd-te,8,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,有的,不渾,bükün,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名行,古兒合泥,Gür-Qān-i,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,二十,豁鄰,qorin,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,三十,忽臣,γučin,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,與了也者,斡罷者,ögbe-že,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,河名的,禿浯剌因,Tuγ̇ula-jin,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,知感,不識怜,büširen,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,恩的,土撒因,tusa-jin,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,返報,哈赤,hači,2,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,知也者,篾迭禿該,medetügei',4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,知感了,不識列克先,büširegsen,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,額兒格合剌,Erke-Qara,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,皇帝處,罕納察,Qān-ača,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,你行,赤馬突兒,čima-dur,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,性命自的行,阿米安,ami-γ̇an,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,刁了,忽羅渾,qoroqun,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,古兒罕突兒,Gür-Qān-dur,5,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,河行,沐洌捏,müren-e,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,囘囘的,撒兒兀侖,Sartaγ̇ul-un,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,了也者,斡惕罷者,odba-že,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,受,倒兀孫,daγ̇usun,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名皇帝處,古兒罕納察,Gür-Qān-ača,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,反着,歹只周,daižižu,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,窮乏着,牙垣周,jadažu,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,拘着,失兒戈列周,širgöležu,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,駱駝的,驖篾額訥,temeġen-ü,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,瞎,莎豁兒,soqor,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,黑髮尾黃,合里溫,Qaliγ̇un,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,來了,亦列罷,irebe-,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,父一同,額赤格魯額,ečige-lüġe,5,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,了的,都克薛訥,dügsen-ü,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,速客該,Sügegei,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名處,不峏吉額峏吉迭徹,Burgi-Ergi-dēče,8,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,迎接,兀黑敦,uγdun,3,2
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,水名,古洩兀兒,Küseġür,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,共遇着了也者,勺魯合勒都罷者,žoluγalduba-že,7,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,科歛,忽卜赤里,Qubčir-i,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,歛着,忽卜赤周,Qubčižu,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,與了,斡古額惕,ögüġed,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,河名的,土浯剌因,Tuγ̇ula-jin,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,不是,兀魯兀,ülü-ü,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,養了,帖只額罷,težiġebe-,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,住夏着,主撒周,žusažu,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名行,脫黑脫阿別乞突兒,Toγtoγ̇a-Beki-dür,8,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名的,合迪黑里黑你魯兀訥,Qadiγlγ-Niliγ̇un-u,9,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名,木魯徹薛兀勒,Mürüče-Seġül,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名,巴兒忽眞脫古木,Barγužin-Toγum,7,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,田禾,塔里牙惕,tarijad,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,行,迭,de,1,1
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,與了也者,斡克罷者,ögbe-že,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,飢了的行,斡劣速克薛泥,Ölesügsen-i,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,午行,都里迭,düli-de,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,敎到也也者,古兒格罷者,kürgebe-že,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,瘦了的行,禿魯黑撒泥,turuγsan-i,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,月的,撒剌因,sara-jin,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,半,札里馬,žarim-a,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,古出古兒台不亦魯黑,Küčügürtei-Buiruγ,9,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,水名處,莎豁黑兀速納察,Soquγ-Usun-ača,7,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,越過,荅巴兀侖,dabaγ̇ulun,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,水名,浯籠古,Uriṅγu,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,去了,斡都阿惕,oduγ̇ad,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,海子名,乞赤泐巴石,Kičil-Baši,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,窮極着,抹忽惕合周,moqudγažu,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,要了也者,阿不埃者,abuγ̇ai-že,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,人名,闊克薛兀撒剌黑,Kögseġü-Sabraγ,7,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名處,拜荅剌黑別勒赤列,Baidaraγ-Balčir-e,8,6
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,對陣時,擺亦勒都灰突兒,baiduqui-dur,7,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,晩,兀迭石,üdeši,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,共整治着,札撒勒都周,žasaldužu,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,立處自的行,擺荅勒都里顏,baidal-dur-jan,6,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,水名,合剌洩兀勒,Qara-Seġül,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,動了也者,歌多勒罷者,bödölbe-že,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,被做時,孛勒荅侖,boldarun,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,被動着,歌多勒迭周,ködöldežü,5,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,這的每,額迭赤,edeči,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,做燒飯,土烈失連,tülešilen,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地名的,額迭兒阿勒因,Eder-Altai-jin,6,5
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,川依着,別泐赤里耶兒,Belčir-jer,6,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,渡着,客禿勒周,ketülžü,4,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,地,撒阿里,Saγ̇ari-,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,名,客額列,Keġere,3,3
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,下了也者,保兀罷者,baγ̇uba-že,4,4
c18_yin_yi_meng_wen_yuan_chao_mi_shi_juan_liu_2.xhtml,名,忽都,Qudu,2,2
