trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
尼羅浮陀,尼罗浮陀,nirarbuda,4,4,4,1.0,1.0,exact,proper noun,transcription
漚波羅,沤波罗,utpala,3,3,3,1.0,1.0,exact,proper noun,transcription
悉怛多般怛羅,悉怛多般怛罗,sitātapatra,6,5,5,1.2,1.0,off_by_one,noun,transcription
摩裕羅,摩裕罗,mayūra,3,3,3,1.0,1.0,exact,noun,transcription
跋難陀,跋难陀,upananda,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿僧企耶,阿僧企耶,asaṃkhyeya,4,4,4,1.0,1.0,exact,noun,transcription
僧伽梨,僧伽梨,saṃghāṭī,3,3,3,1.0,1.0,exact,noun,transcription
三摩地,三摩地,samādhi,3,3,3,1.0,1.0,exact,noun,transcription
尸摩賖那,尸摩賖那,śmaśāna,4,3,3,1.333,1.0,off_by_one,noun,transcription
闇,闇,aṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
閻曼德迦,阎曼德迦,yamāntaka,4,4,4,1.0,1.0,exact,proper noun,transcription
誐那鉢底,誐那鉢底,gaṇapati,4,4,4,1.0,1.0,exact,proper noun,transcription
伊帝曰多伽,伊帝曰多伽,itivṛttaka,5,5,5,1.0,1.0,exact,noun,transcription
伊帝越多伽,伊帝越多伽,itivṛttaka,5,5,5,1.0,1.0,exact,noun,transcription
平等性智,平等性智,samatājñāna,4,5,4,0.8,1.0,off_by_one,phrase,transcription
兜率陀,兜率陀,tuṣita,3,3,3,1.0,1.0,exact,proper noun,transcription
摩醯首羅,摩醯首罗,Maheśvara,4,4,4,1.0,1.0,exact,proper noun,transcription
閻浮提,阎浮提,jambudvīpa,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
一切智,一切智,sarvajñatā,3,4,3,0.75,1.0,off_by_one,phrase,transcription
諸比丘尼,诸比丘尼,bhikṣuṇyaḥ,4,3,3,1.333,1.0,off_by_one,phrase,transcription
阿蘭那,阿兰那,araṇya,3,3,3,1.0,1.0,exact,noun,transcription
阿蘭拏,阿兰拏,araṇya,3,3,3,1.0,1.0,exact,noun,transcription
也,也,ya,1,1,1,1.0,1.0,exact,phonetic,transcription
三摩耶,三摩耶,samaya,3,3,3,1.0,1.0,exact,noun,transcription
兜術天,兜术天,tuṣita,3,3,3,1.0,1.0,exact,proper noun,transcription
般羅揭帝,般罗揭帝,pāragate,4,4,4,1.0,1.0,exact,foreign,transcription
伊,伊,i,1,1,1,1.0,1.0,exact,phonetic,transcription
伽力伽只伽,伽力伽只伽,karkaṭikā,5,4,3,1.25,1.0,off_by_one,noun,transcription
跋陀婆羅,跋陀婆罗,bhadrapāla,4,4,4,1.0,1.0,exact,proper noun,transcription
比丘僧,比丘僧,bhikṣusaṅgha,3,4,3,0.75,1.0,off_by_one,phrase,transcription
毘舍闍,毘舍阇,piśāca,3,3,3,1.0,1.0,exact,noun,transcription
僧伽藍,僧伽蓝,saṃghārāma,3,4,3,0.75,1.0,off_by_one,noun,transcription
摩訶衍,摩诃衍,mahāyāna,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
摩訶衍那,摩诃衍那,mahāyāna,4,4,4,1.0,1.0,exact,proper noun,transcription
尼拘律樹,尼拘律树,nyagrodha,4,3,3,1.333,1.0,off_by_one,noun,transcription
波利質多樹,波利质多树,pārijāta,5,4,4,1.25,1.0,off_by_one,noun,transcription
波利質多,波利质多,pārijāta,4,4,4,1.0,1.0,exact,noun,transcription
波利質羅,波利质罗,pārijāta,4,4,4,1.0,1.0,exact,noun,transcription
波利耶多,波利耶多,pārijāta,4,4,4,1.0,1.0,exact,noun,transcription
婆利質多羅,婆利质多罗,pārijāta,5,4,4,1.25,1.0,off_by_one,noun,transcription
婆利闍多迦,婆利阇多迦,pārijāta,5,4,4,1.25,1.0,off_by_one,noun,transcription
波羅羅,波罗罗,pāṭala,3,3,3,1.0,1.0,exact,noun,transcription
優波離,优波离,Upāli,3,3,3,1.0,1.0,exact,proper noun,transcription
三十三,三十三,trayastriṃśat,3,4,3,0.75,1.0,off_by_one,number,transcription
菴婆婆梨,菴婆婆梨,āmrapālī,4,4,4,1.0,1.0,exact,proper noun,transcription
阿梵婆羅,阿梵婆罗,āmrapālī,4,4,4,1.0,1.0,exact,proper noun,transcription
那由多,那由多,nayuta,3,3,3,1.0,1.0,exact,noun,transcription
那庾多,那庾多,nayuta,3,3,3,1.0,1.0,exact,noun,transcription
末,末,ma,1,1,1,1.0,1.0,exact,phonetic,transcription
末奴沙,末奴沙,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
摩奴闍,摩奴阇,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
摩奴娑,摩奴娑,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
摩努娑,摩努娑,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
摩奴曬,摩奴晒,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
摩努史,摩努史,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
摩拏赦,摩拏赦,manuṣya,3,3,3,1.0,1.0,exact,noun,transcription
伊沙天,伊沙天,iṣa-deva,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
兜率陀天,兜率陀天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
兜率多天,兜率多天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
兜師陀天,兜师陀天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
睹史多天,睹史多天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
兜駛多天,兜驶多天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
兜术陀天,兜术陀天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
莎伽陀,莎伽陀,svāgata,3,3,3,1.0,1.0,exact,phrase,transcription
瑜伽宗,瑜伽宗,yogācāra,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿遊波,阿遊波,ajapāla,3,4,3,0.75,1.0,off_by_one,noun,transcription
藍毘尼園,蓝毘尼园,lumbini,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
多摩羅跋,多摩罗跋,tamālapatra,4,5,4,0.8,1.0,off_by_one,noun,transcription
優陀那,优陀那,udāna,3,3,3,1.0,1.0,exact,noun,transcription
優檀那,优檀那,udāna,3,3,3,1.0,1.0,exact,noun,transcription
憂陀那,憂陀那,udāna,3,3,3,1.0,1.0,exact,noun,transcription
鬱陀那,鬱陀那,udāna,3,3,3,1.0,1.0,exact,noun,transcription
大千界,大千界,trisāhasrī,3,4,3,0.75,1.0,off_by_one,phrase,transcription
伊賞那補羅國,伊赏那补罗国,īśānapura,6,5,5,1.2,1.0,off_by_one,proper noun,transcription
伊賞那補羅,伊赏那补罗,īśānapura,5,5,5,1.0,1.0,exact,proper noun,transcription
生死輪迴,生死轮迴,saṃsāra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
三眉底與,三眉底与,sammatīya,4,4,4,1.0,1.0,exact,proper noun,transcription
彌離底,弥离底,sammatīya,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
沙摩帝,沙摩帝,sammatīya,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
三密栗底,三密栗底,sammṛti,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
迦樓那,迦楼那,karuṇā,3,3,3,1.0,1.0,exact,noun,transcription
加盧那,加卢那,karuṇā,3,3,3,1.0,1.0,exact,noun,transcription
居家者,居家者,gṛhastha,3,3,3,1.0,1.0,exact,phrase,transcription
吠,吠,bhai,1,1,1,1.0,1.0,exact,phonetic,transcription
須摩提,须摩提,sumati,3,3,3,1.0,1.0,exact,proper noun,transcription
三耶三佛,三耶三佛,samyaksaṃbodhi,4,5,4,0.8,1.0,off_by_one,noun,transcription
無上菩提,无上菩提,samyaksaṃbodhi,4,5,4,0.8,1.0,off_by_one,phrase,transcription
業煩惱,业烦恼,karma-kleśa,3,4,3,0.75,1.0,off_by_one,noun,transcription
呼,呼,ho,1,1,1,1.0,1.0,exact,phonetic,transcription
三昧耶,三昧耶,samaya,3,3,3,1.0,1.0,exact,noun,transcription
娑摩耶,娑摩耶,samaya,3,3,3,1.0,1.0,exact,noun,transcription
瑜伽怛特羅,瑜伽怛特罗,yogatantra,5,4,4,1.25,1.0,off_by_one,noun,transcription
商,商,śaṇ,1,1,1,1.0,1.0,exact,phonetic,transcription
悉達羅他,悉达罗他,siddhārtha,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
悉多頞他,悉多頞他,siddhārtha,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
釋師子,释师子,śākyasiṃha,3,4,3,0.75,1.0,off_by_one,phrase,transcription
一切自在,一切自在,viśvabhū,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
陁羅尼,陁罗尼,dhāraṇī,3,3,3,1.0,1.0,exact,noun,transcription
三麼耶,三么耶,samaya,3,3,3,1.0,1.0,exact,noun,transcription
鬱地延那,郁地延那,Uḍḍiyāna,4,4,4,1.0,1.0,exact,proper noun,transcription
鬱多羅,郁多罗,uttara,3,3,3,1.0,1.0,exact,adjective,transcription
郁多羅僧,郁多罗僧,uttarāsaṃga,4,5,4,0.8,1.0,off_by_one,noun,transcription
優多羅僧,优多罗僧,uttarāsaṃga,4,5,4,0.8,1.0,off_by_one,noun,transcription
鬱底迦,郁底迦,Uttika,3,3,3,1.0,1.0,exact,proper noun,transcription
郁胝歌,郁胝歌,Uttika,3,3,3,1.0,1.0,exact,proper noun,transcription
鬱低迦,郁低迦,Uttika,3,3,3,1.0,1.0,exact,proper noun,transcription
鬱提尸山,郁提尸山,udeśin,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
鬱提尸,郁提尸,udeśin,3,3,3,1.0,1.0,exact,proper noun,transcription
坼,坼,ṭhaḥ,1,1,1,1.0,1.0,exact,phonetic,transcription
阿羅漢果,阿罗汉果,arhattva,4,3,3,1.333,1.0,off_by_one,phrase,transcription
一切相智,一切相智,vastujñāna,4,4,4,1.0,1.0,exact,phrase,transcription
阿摩洛果,阿摩洛果,āmalaka,4,4,4,1.0,1.0,exact,noun,transcription
墮舍迦,堕舍迦,Viśākhā,3,3,3,1.0,1.0,exact,proper noun,transcription
突吉羅,突吉罗,duṣkṛta,3,3,3,1.0,1.0,exact,noun,transcription
延,延,ya,1,1,1,1.0,1.0,exact,phonetic,transcription
徙,徙,śi,1,1,1,1.0,1.0,exact,phonetic,transcription
鉢鉢闍鉢底,钵钵阇钵底,prajāpati,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
婆羅門那,婆罗门那,brāhmaṇa,4,3,3,1.333,1.0,off_by_one,noun,transcription
陀菟論,陀菟论,dhanurveda,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
阿那波那,阿那波那,ānāpāna,4,4,4,1.0,1.0,exact,noun,transcription
央耆羅僧,央耆罗僧,aṅgiras,4,3,3,1.333,1.0,off_by_one,phrase,transcription
弭曼差,弭曼差,mīmāṃsā,3,3,3,1.0,1.0,exact,proper noun,transcription
彌曼差,弥曼差,mīmāṃsā,3,3,3,1.0,1.0,exact,proper noun,transcription
羅摩耶那,罗摩耶那,rāmāyaṇa,4,4,4,1.0,1.0,exact,proper noun,transcription
優波尼沙土,优波尼沙土,upaniṣad,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
悍,悍,hāṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
補盧沙,补卢沙,puruṣa,3,3,3,1.0,1.0,exact,noun,transcription
富樓沙,富楼沙,puruṣa,3,3,3,1.0,1.0,exact,proper noun,transcription
浮溜沙,浮溜沙,puruṣa,3,3,3,1.0,1.0,exact,proper noun,transcription
布路沙,布路沙,puruṣa,3,3,3,1.0,1.0,exact,proper noun,transcription
衛世師,卫世师,vaiśeṣika,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
憾,憾,haṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
一闡提,一阐提,icchantika,3,4,3,0.75,1.0,off_by_one,noun,transcription
一闡底迦,一阐底迦,icchantika,4,4,4,1.0,1.0,exact,noun,transcription
一顛迦,一颠迦,icchantika,3,4,3,0.75,1.0,off_by_one,noun,transcription
一闡提柯,一阐提柯,icchantika,4,4,4,1.0,1.0,exact,noun,transcription
蘇摩祭,苏摩祭,somayajña,3,4,3,0.75,1.0,off_by_one,noun,transcription
都史陀天,都史陀天,tuṣita,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
勒那摩提,勒那摩提,ratnamati,4,4,4,1.0,1.0,exact,proper noun,transcription
悉檀多,悉檀多,siddhānta,3,3,3,1.0,1.0,exact,proper noun,transcription
烏凡伽,乌凡伽,upāṅga,3,3,3,1.0,1.0,exact,phrase,transcription
三摩提,三摩提,samādhi,3,3,3,1.0,1.0,exact,noun,transcription
三摩帝,三摩帝,samādhi,3,3,3,1.0,1.0,exact,noun,transcription
三菩提,三菩提,saṃbodhi,3,3,3,1.0,1.0,exact,phrase,transcription
迦毘羅仙,迦毘罗仙,kapila,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
劫比羅,劫比罗,kapila,3,3,3,1.0,1.0,exact,proper noun,transcription
迦毘梨,迦毘梨,kapila,3,3,3,1.0,1.0,exact,proper noun,transcription
緊閉羅,紧闭罗,kapila,3,3,3,1.0,1.0,exact,proper noun,transcription
柯箄羅,柯箄罗,kapila,3,3,3,1.0,1.0,exact,proper noun,transcription
阿修利,阿修利,āsuri,3,3,3,1.0,1.0,exact,proper noun,transcription
般遮尸訶,般遮尸诃,pañcaśikha,4,4,4,1.0,1.0,exact,proper noun,transcription
摩訶婆羅多,摩诃婆罗多,mahābhārata,5,5,5,1.0,1.0,exact,proper noun,transcription
鴦竭羅私,鸯竭罗私,aṅgiras,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
阿詣羅,阿诣罗,aṅgiras,3,3,3,1.0,1.0,exact,proper noun,transcription
阿詣羅仙,阿诣罗仙,aṅgiras,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
鴦耆羅,鸯耆罗,aṅgiras,3,3,3,1.0,1.0,exact,proper noun,transcription
阿盧那,阿卢那,aruṇa,3,3,3,1.0,1.0,exact,noun,transcription
阿留那,阿留那,aruṇa,3,3,3,1.0,1.0,exact,noun,transcription
阿樓那,阿楼那,aruṇa,3,3,3,1.0,1.0,exact,noun,transcription
散,散,sa,1,1,1,1.0,1.0,exact,phonetic,transcription
昂,昂,ṅa,1,1,1,1.0,1.0,exact,phonetic,transcription
曳,曳,ye,1,1,1,1.0,1.0,exact,phonetic,transcription
曼,曼,ma,1,1,1,1.0,1.0,exact,phonetic,transcription
朅,朅,kha,1,1,1,1.0,1.0,exact,phonetic,transcription
枳,枳,ke,1,1,1,1.0,1.0,exact,phonetic,transcription
桑,桑,saṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
尼師壇,尼师坛,niṣīdana,3,4,3,0.75,1.0,off_by_one,noun,transcription
尼師但那,尼师但那,niṣīdana,4,4,4,1.0,1.0,exact,noun,transcription
泮,泮,paṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
尼鹿多論,尼鹿多论,nirukta,4,3,3,1.333,1.0,off_by_one,noun,transcription
涸,涸,hoḥ,1,1,1,1.0,1.0,exact,phonetic,transcription
異生法,异生法,visabhāga,3,4,3,0.75,1.0,off_by_one,phrase,transcription
菩提索多,菩提索多,bodhisattva,4,4,4,1.0,1.0,exact,noun,transcription
冒地薩怛縛,冒地萨怛缚,bodhisattva,5,4,4,1.25,1.0,off_by_one,noun,transcription
阿迦舍,阿迦舍,ākāśa,3,3,3,1.0,1.0,exact,noun,transcription
難提迦,难提迦,nandika,3,3,3,1.0,1.0,exact,proper noun,transcription
般舟般,般舟般,pratyutpanna,3,4,3,0.75,1.0,off_by_one,noun,transcription
阿世耶,阿世耶,āśaya,3,3,3,1.0,1.0,exact,noun,transcription
阿奢也,阿奢也,āśaya,3,3,3,1.0,1.0,exact,noun,transcription
富留沙,富留沙,puruṣa,3,3,3,1.0,1.0,exact,noun,transcription
濫,滥,raṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
補盧沙,补卢沙,puruṣa,3,3,3,1.0,1.0,exact,proper noun,transcription
補盧衫,补卢衫,puruṣam,3,3,3,1.0,1.0,exact,noun,transcription
補盧私,补卢私,puruṣam,3,3,3,1.0,1.0,exact,noun,transcription
補盧沙耶,补卢沙耶,puruṣāya,4,4,4,1.0,1.0,exact,noun,transcription
補盧殺沙,补卢杀沙,puruṣasya,4,4,4,1.0,1.0,exact,noun,transcription
補盧殺娑,补卢杀娑,puruṣasya,4,4,4,1.0,1.0,exact,noun,transcription
蘇漫多,苏漫多,subanta,3,3,3,1.0,1.0,exact,noun,transcription
蘇盤多,苏盘多,subanta,3,3,3,1.0,1.0,exact,noun,transcription
牟,牟,muḥ,1,1,1,1.0,1.0,exact,phonetic,transcription
阿波波,阿波波,ababa,3,3,3,1.0,1.0,exact,proper noun,transcription
梵摩渝,梵摩渝,brahmāyus,3,3,3,1.0,1.0,exact,noun,transcription
班,班,pan,1,1,1,1.0,1.0,exact,phonetic,transcription
迦羅鳩孫陀,迦罗鸠孙陀,krakucchanda,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
迦鳩留,迦鸠留,krakucchanda,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
拘那含佛,拘那含佛,kanakamuni,4,5,4,0.8,1.0,off_by_one,proper noun,transcription
鬱多摩,郁多摩,uttama,3,3,3,1.0,1.0,exact,adjective,transcription
苫婆羅國,苫婆罗国,śambhala,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
盎,盎,aṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
瞞,瞒,maṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
瞿,瞿,go,1,1,1,1.0,1.0,exact,phonetic,transcription
頞真無,頞真无,arciṣmat,3,3,3,1.0,1.0,exact,proper noun,transcription
禰,祢,deḥ,1,1,1,1.0,1.0,exact,phonetic,transcription
秣,秣,ma,1,1,1,1.0,1.0,exact,phonetic,transcription
比丘分,比丘分,bhikṣubhāva,3,4,3,0.75,1.0,off_by_one,noun,transcription
穆,穆,mu,1,1,1,1.0,1.0,exact,phonetic,transcription
竭,竭,gha,1,1,1,1.0,1.0,exact,phonetic,transcription
索,索,sa,1,1,1,1.0,1.0,exact,phonetic,transcription
比丘眾,比丘众,bhikṣusaṅgha,3,4,3,0.75,1.0,off_by_one,noun,transcription
迦諾迦跋釐墮闍,迦诺迦跋厘堕阇,Kanakabharadrāja,7,7,7,1.0,1.0,exact,proper noun,transcription
縊,缢,i,1,1,1,1.0,1.0,exact,phonetic,transcription
係,系,hi,1,1,1,1.0,1.0,exact,phonetic,transcription
三藐三佛陀,三藐三佛陀,samyaksaṃbuddha,5,5,5,1.0,1.0,exact,noun,transcription
尼柯耶,尼柯耶,nikāya,3,3,3,1.0,1.0,exact,proper noun,transcription
臂奢柘鬼,臂奢柘鬼,piśāca,4,3,3,1.333,1.0,off_by_one,noun,transcription
畢舍遮鬼,毕舍遮鬼,piśāca,4,3,3,1.333,1.0,off_by_one,noun,transcription
毘舍闍鬼,毘舍阇鬼,piśāca,4,3,3,1.333,1.0,off_by_one,noun,transcription
臂舍柘鬼,臂舍柘鬼,piśāca,4,3,3,1.333,1.0,off_by_one,noun,transcription
臂舍柘,臂舍柘,piśāca,3,3,3,1.0,1.0,exact,noun,transcription
阿迦尼沙吒,阿迦尼沙吒,akaniṣṭha,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
羯吒布怛那鬼,羯吒布怛那鬼,kaṭapūtana,6,5,5,1.2,1.0,off_by_one,noun,transcription
三滿多,三满多,samanta,3,3,3,1.0,1.0,exact,adjective,transcription
製諾迦,制诺迦,chedaka,3,3,3,1.0,1.0,exact,adjective,transcription
喬答摩,乔答摩,gautama,3,3,3,1.0,1.0,exact,proper noun,transcription
目支鄰陀,目支邻陀,mucilinda,4,4,4,1.0,1.0,exact,proper noun,transcription
牟修樓陀,牟修楼陀,mucilinda,4,4,4,1.0,1.0,exact,proper noun,transcription
目脂鄰陀,目脂邻陀,mucilinda,4,4,4,1.0,1.0,exact,proper noun,transcription
目真鄰陀,目真邻陀,mucilinda,4,4,4,1.0,1.0,exact,proper noun,transcription
蘇夜摩天,苏夜摩天,suyāma,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
蘇鉢剌尼,苏钵剌尼,suparṇa,4,3,3,1.333,1.0,off_by_one,noun,transcription
摩奴法典,摩奴法典,manusmṛti,4,4,4,1.0,1.0,exact,proper noun,transcription
摩奴法論,摩奴法论,manusmṛti,4,4,4,1.0,1.0,exact,proper noun,transcription
須夜摩天,须夜摩天,suyāma,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
珊都史多,珊都史多,saṃtuṣita,4,4,4,1.0,1.0,exact,proper noun,transcription
都史多,都史多,tuṣita,3,3,3,1.0,1.0,exact,proper noun,transcription
珊覩史多天,珊覩史多天,saṃtuṣita,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
珊覩史多,珊覩史多,saṃtuṣita,4,4,4,1.0,1.0,exact,proper noun,transcription
莎,莎,svaṃ,1,1,1,1.0,1.0,exact,phonetic,transcription
兜率多,兜率多,tuṣita,3,3,3,1.0,1.0,exact,proper noun,transcription
鬭瑟多,鬭瑟多,tuṣita,3,3,3,1.0,1.0,exact,proper noun,transcription
首訶既那,首诃既那,śubhakṛtsna,4,4,4,1.0,1.0,exact,proper noun,transcription
首波訖栗那,首波讫栗那,śubhakṛtsna,5,4,4,1.25,1.0,off_by_one,proper noun,transcription
阿那婆伽,阿那婆伽,anabhraka,4,4,4,1.0,1.0,exact,proper noun,transcription
阿那婆迦,阿那婆迦,anabhraka,4,4,4,1.0,1.0,exact,proper noun,transcription
阿那婆訶,阿那婆诃,anabhraka,4,4,4,1.0,1.0,exact,proper noun,transcription
俱摩羅天,俱摩罗天,kumāra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
俱摩羅,俱摩罗,kumāra,3,3,3,1.0,1.0,exact,proper noun,transcription
鳩摩羅天,鸠摩罗天,kumāra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
鳩摩羅,鸠摩罗,kumāra,3,3,3,1.0,1.0,exact,proper noun,transcription
鳩摩羅伽,鸠摩罗伽,kumāra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
拘摩羅天,拘摩罗天,kumāra,4,3,3,1.333,1.0,off_by_one,proper noun,transcription
拘摩羅,拘摩罗,kumāra,3,3,3,1.0,1.0,exact,proper noun,transcription
盎伽羅迦,盎伽罗迦,aṅgāraka,4,4,4,1.0,1.0,exact,proper noun,transcription
虐,虐,gaḥ,1,1,1,1.0,1.0,exact,phonetic,transcription
迦絺吉夜,迦絺吉夜,kārttikeya,4,4,4,1.0,1.0,exact,proper noun,transcription
蛩,蛩,ghu,1,1,1,1.0,1.0,exact,phonetic,transcription
工射之人,工射之人,iṣvastrācārya,4,5,3,0.8,1.0,off_by_one,phrase,transcription
旃陀羅,旃陀罗,caṇḍāla,3,3,3,1.0,1.0,exact,proper noun,transcription
諾,诺,na,1,1,1,1.0,1.0,exact,phonetic,transcription
波牟提陀,波牟提陀,pramudita,4,4,4,1.0,1.0,exact,adjective,transcription
尼由多,尼由多,nayuta,3,3,3,1.0,1.0,exact,noun,transcription
刪兜率陀,删兜率陀,saṃtuṣita,4,4,4,1.0,1.0,exact,proper noun,transcription
珊兜史多,珊兜史多,saṃtuṣita,4,4,4,1.0,1.0,exact,proper noun,transcription
賀,贺,ha,1,1,1,1.0,1.0,exact,phonetic,transcription
分陀利樹,分陀利树,puṇḍarī,4,3,3,1.333,1.0,off_by_one,noun,transcription
尸利沙樹,尸利沙树,śirīṣa,4,3,3,1.333,1.0,off_by_one,noun,transcription
尸利沙,尸利沙,śirīṣa,3,3,3,1.0,1.0,exact,noun,transcription
尸利灑樹,尸利洒树,śirīṣa,4,3,3,1.333,1.0,off_by_one,noun,transcription
尸利灑,尸利洒,śirīṣa,3,3,3,1.0,1.0,exact,noun,transcription
師利沙樹,师利沙树,śirīṣa,4,3,3,1.333,1.0,off_by_one,noun,transcription
師利沙,师利沙,śirīṣa,3,3,3,1.0,1.0,exact,noun,transcription
舍離沙樹,舍离沙树,śirīṣa,4,3,3,1.333,1.0,off_by_one,noun,transcription
舍離沙,舍离沙,śirīṣa,3,3,3,1.0,1.0,exact,noun,transcription
三彌底,三弥底,sammatīya,3,4,3,0.75,1.0,off_by_one,proper noun,transcription
尼拘盧,尼拘卢,nyagrodha,3,3,3,1.0,1.0,exact,noun,transcription
鳩勿頭華,鸠勿头华,kumuda,4,3,3,1.333,1.0,off_by_one,noun,transcription
鳩勿頭,鸠勿头,kumuda,3,3,3,1.0,1.0,exact,noun,transcription
拘物頭華,拘物头华,kumuda,4,3,3,1.333,1.0,off_by_one,noun,transcription
拘物頭,拘物头,kumuda,3,3,3,1.0,1.0,exact,noun,transcription
俱物頭華,俱物头华,kumuda,4,3,3,1.333,1.0,off_by_one,noun,transcription
俱物頭,俱物头,kumuda,3,3,3,1.0,1.0,exact,noun,transcription
羯剌藍,羯剌蓝,kalala,3,3,3,1.0,1.0,exact,noun,transcription
歌羅羅,歌罗罗,kalala,3,3,3,1.0,1.0,exact,noun,transcription
究牟地華,究牟地华,kumuda,4,3,3,1.333,1.0,off_by_one,noun,transcription
究牟地,究牟地,kumuda,3,3,3,1.0,1.0,exact,noun,transcription
究牟地華,究牟地华,kumuda,4,3,3,1.333,1.0,off_by_one,noun,transcription
究牟地,究牟地,kumuda,3,3,3,1.0,1.0,exact,noun,transcription
句文羅華,句文罗华,kumuda,4,3,3,1.333,1.0,off_by_one,noun,transcription
句文羅,句文罗,kumuda,3,3,3,1.0,1.0,exact,noun,transcription
分陀利,分陀利,puṇḍarīka,3,4,3,0.75,1.0,off_by_one,noun,transcription
半支迦,半支迦,pāñcika,3,3,3,1.0,1.0,exact,proper noun,transcription
半只迦,半只迦,pāñcika,3,3,3,1.0,1.0,exact,proper noun,transcription
般止柯,般止柯,pāñcika,3,3,3,1.0,1.0,exact,proper noun,transcription
般闍迦,般阇迦,pāñcika,3,3,3,1.0,1.0,exact,proper noun,transcription
邠,邠,pa,1,1,1,1.0,1.0,exact,phonetic,transcription
郝,郝,ha,1,1,1,1.0,1.0,exact,phonetic,transcription
陀隣尼,陀隣尼,dhāraṇī,3,3,3,1.0,1.0,exact,noun,transcription
銘,铭,me,1,1,1,1.0,1.0,exact,phonetic,transcription
鍵,键,gha,1,1,1,1.0,1.0,exact,phonetic,transcription
鑠,铄,sa,1,1,1,1.0,1.0,exact,phonetic,transcription
優波提舍,优波提舍,upadeśa,4,4,4,1.0,1.0,exact,noun,transcription
閻,阎,ja,1,1,1,1.0,1.0,exact,phonetic,transcription
闍,阇,jha,1,1,1,1.0,1.0,exact,phonetic,transcription
陛,陛,bhai,1,1,1,1.0,1.0,exact,phonetic,transcription
優波娑迦,优波娑迦,upāsaka,4,4,4,1.0,1.0,exact,noun,transcription
伊蒲塞,伊蒲塞,upāsaka,3,4,3,0.75,1.0,off_by_one,noun,transcription
漚波耶,沤波耶,upāya,3,3,3,1.0,1.0,exact,noun,transcription
三耶三佛陀,三耶三佛陀,samyaksaṃbuddha,5,5,5,1.0,1.0,exact,phrase,transcription
豎底沙論,竖底沙论,jyotiṣa,4,3,3,1.333,1.0,off_by_one,phrase,transcription
豎底沙,竖底沙,jyotiṣa,3,3,3,1.0,1.0,exact,phrase,transcription
修提舍那,修提舍那,sudarśana,4,4,4,1.0,1.0,exact,proper noun,transcription
阿波摩那阿婆,阿波摩那阿婆,apramāṇābha,6,5,5,1.2,1.0,off_by_one,proper noun,transcription
